Hugo_Symbol	Tumor_Sample_Barcode
WDR59	TCGA-G9-6351-01
DHX33	TCGA-G9-6351-01
SHBG	TCGA-G9-6351-01
DNAH2	TCGA-G9-6351-01
MRPL45	TCGA-G9-6351-01
PIP4K2B	TCGA-G9-6351-01
STAC2	TCGA-G9-6351-01
FBXL20	TCGA-G9-6351-01
CNTNAP1	TCGA-G9-6351-01
HOXB1	TCGA-G9-6351-01
SMG8	TCGA-G9-6351-01
KCNH6	TCGA-G9-6351-01
HELZ	TCGA-G9-6351-01
UBE2O	TCGA-G9-6351-01
UBE2O	TCGA-G9-6351-01
TBC1D16	TCGA-G9-6351-01
YES1	TCGA-G9-6351-01
MYO5B	TCGA-G9-6351-01
ALPK2	TCGA-G9-6351-01
RTTN	TCGA-G9-6351-01
PIAS4	TCGA-G9-6351-01
MPND	TCGA-G9-6351-01
INSR	TCGA-G9-6351-01
RAB8A	TCGA-G9-6351-01
UPF1	TCGA-G9-6351-01
UPF1	TCGA-G9-6351-01
LRFN3	TCGA-G9-6351-01
TBCB	TCGA-G9-6351-01
HNRNPL	TCGA-G9-6351-01
FBL	TCGA-G9-6351-01
L34079.2	TCGA-G9-6351-01
ZNF235	TCGA-G9-6351-01
RSPH6A	TCGA-G9-6351-01
TMEM143	TCGA-G9-6351-01
CTD-3099C6.9	TCGA-G9-6351-01
MBOAT7	TCGA-G9-6351-01
SEC23B	TCGA-G9-6351-01
PAX1	TCGA-G9-6351-01
FRG1B	TCGA-G9-6351-01
NFATC2	TCGA-G9-6351-01
PWP2	TCGA-G9-6351-01
AP1B1	TCGA-G9-6351-01
HMGXB4	TCGA-G9-6351-01
MIEF1	TCGA-G9-6351-01
SULT4A1	TCGA-G9-6351-01
SHOX	TCGA-G9-6351-01
SYTL4	TCGA-G9-6351-01
SEPT6	TCGA-G9-6351-01
BRS3	TCGA-G9-6351-01
ZNF275	TCGA-G9-6351-01
TREX2	TCGA-G9-6351-01
PARP4P2	TCGA-G9-6351-01
HIVEP3	TCGA-G9-6353-01
KIRREL	TCGA-G9-6353-01
CAMKMT	TCGA-G9-6353-01
CCDC158	TCGA-G9-6353-01
CLIC1	TCGA-G9-6353-01
PPP3CC	TCGA-G9-6353-01
MGAT5B	TCGA-G9-6353-01
NBPF2P	TCGA-G9-6356-01
TIE1	TCGA-G9-6356-01
ETV3L	TCGA-G9-6356-01
ZNF678	TCGA-G9-6356-01
LPIN1	TCGA-G9-6356-01
SNRNP27	TCGA-G9-6356-01
ABCF3	TCGA-G9-6356-01
MSH3	TCGA-G9-6356-01
HLA-F	TCGA-G9-6356-01
GSDMD	TCGA-G9-6356-01
LHX3	TCGA-G9-6356-01
WT1	TCGA-G9-6356-01
NTM	TCGA-G9-6356-01
CHD4	TCGA-G9-6356-01
PLEKHA5	TCGA-G9-6356-01
PFKM	TCGA-G9-6356-01
LRIG3	TCGA-G9-6356-01
ZFC3H1	TCGA-G9-6356-01
ANAPC5	TCGA-G9-6356-01
COG3	TCGA-G9-6356-01
USH1G	TCGA-G9-6356-01
DNAH17	TCGA-G9-6356-01
PSG1	TCGA-G9-6356-01
LILRA4	TCGA-G9-6356-01
ZNF134	TCGA-G9-6356-01
GART	TCGA-G9-6356-01
MUC3A	TCGA-G9-6356-01
GSE1	TCGA-G9-6356-01
RHOC	TCGA-G9-6361-01
KIAA0907	TCGA-G9-6361-01
KCNT2	TCGA-G9-6361-01
KCNT2	TCGA-G9-6361-01
IL20	TCGA-G9-6361-01
GREB1	TCGA-G9-6361-01
TCF7L1	TCGA-G9-6361-01
TLK1	TCGA-G9-6361-01
SACM1L	TCGA-G9-6361-01
DHX30	TCGA-G9-6361-01
ARL6	TCGA-G9-6361-01
GK5	TCGA-G9-6361-01
JAKMIP1	TCGA-G9-6361-01
PPIC	TCGA-G9-6361-01
RNASET2	TCGA-G9-6361-01
PCLO	TCGA-G9-6361-01
AKAP9	TCGA-G9-6361-01
CTTNBP2	TCGA-G9-6361-01
NUDCD1	TCGA-G9-6361-01
FOCAD	TCGA-G9-6361-01
HRAS	TCGA-G9-6361-01
SLC22A9	TCGA-G9-6361-01
TRPC6	TCGA-G9-6361-01
MAP3K12	TCGA-G9-6361-01
SHMT2	TCGA-G9-6361-01
PTPRB	TCGA-G9-6361-01
HNRNPA1L2	TCGA-G9-6361-01
RP11-114H24.7	TCGA-G9-6361-01
KIAA1199	TCGA-G9-6361-01
ADCY7	TCGA-G9-6361-01
RP11-744K17.9	TCGA-G9-6361-01
CDK5RAP3	TCGA-G9-6361-01
QTRT1	TCGA-G9-6361-01
SIPA1L3	TCGA-G9-6361-01
LUZP4	TCGA-G9-6361-01
LHFPL3	TCGA-G9-6361-01
FNBP1	TCGA-G9-6361-01
TRPM4	TCGA-G9-6361-01
MST1L	TCGA-G9-6363-01
JAK1	TCGA-G9-6363-01
JAK1	TCGA-G9-6363-01
FMO1	TCGA-G9-6363-01
FCAMR	TCGA-G9-6363-01
JMJD4	TCGA-G9-6363-01
TTN	TCGA-G9-6363-01
XRCC5	TCGA-G9-6363-01
ANKRD28	TCGA-G9-6363-01
PARP14	TCGA-G9-6363-01
TBCK	TCGA-G9-6363-01
BBS12	TCGA-G9-6363-01
WWC2	TCGA-G9-6363-01
AC005609.1	TCGA-G9-6363-01
ARHGAP26	TCGA-G9-6363-01
RBM27	TCGA-G9-6363-01
CPEB4	TCGA-G9-6363-01
HIST1H3G	TCGA-G9-6363-01
COL11A2	TCGA-G9-6363-01
SLC26A8	TCGA-G9-6363-01
CLDN12	TCGA-G9-6363-01
PHF20L1	TCGA-G9-6363-01
ZC3H3	TCGA-G9-6363-01
KLF4	TCGA-G9-6363-01
AGPAT2	TCGA-G9-6363-01
ZNF33A	TCGA-G9-6363-01
LRRC27	TCGA-G9-6363-01
ATG13	TCGA-G9-6363-01
KDM2A	TCGA-G9-6363-01
ARHGAP32	TCGA-G9-6363-01
CEP290	TCGA-G9-6363-01
ACACB	TCGA-G9-6363-01
TBX5	TCGA-G9-6363-01
TMEM132D	TCGA-G9-6363-01
ENOX1	TCGA-G9-6363-01
TUBGCP3	TCGA-G9-6363-01
CEP128	TCGA-G9-6363-01
COMMD4	TCGA-G9-6363-01
AP3B2	TCGA-G9-6363-01
GTF3C1	TCGA-G9-6363-01
BRD7	TCGA-G9-6363-01
CES2	TCGA-G9-6363-01
DNAH2	TCGA-G9-6363-01
DNAH9	TCGA-G9-6363-01
CCDC144A	TCGA-G9-6363-01
FLII	TCGA-G9-6363-01
ABCA5	TCGA-G9-6363-01
DOT1L	TCGA-G9-6363-01
HSPBP1	TCGA-G9-6363-01
CTSA	TCGA-G9-6363-01
KRTAP10-4	TCGA-G9-6363-01
ARSF	TCGA-G9-6363-01
GDI1	TCGA-G9-6363-01
OR5H14	TCGA-G9-6363-01
MTUS1	TCGA-G9-6363-01
HEXIM1	TCGA-G9-6363-01
CLASRP	TCGA-G9-6363-01
CAPN13	TCGA-G9-6364-01
NGLY1	TCGA-G9-6364-01
TMEM184C	TCGA-G9-6364-01
TMED4	TCGA-G9-6364-01
FZD6	TCGA-G9-6364-01
SLK	TCGA-G9-6364-01
BBS10	TCGA-G9-6364-01
RPS6KA5	TCGA-G9-6364-01
AP3B2	TCGA-G9-6364-01
IQGAP1	TCGA-G9-6364-01
AC090825.1	TCGA-G9-6364-01
TMEM105	TCGA-G9-6364-01
ZNF98	TCGA-G9-6364-01
C20orf194	TCGA-G9-6364-01
PTPRT	TCGA-G9-6364-01
HMCN1	TCGA-G9-6364-01
ROS1	TCGA-G9-6364-01
PRKAA2	TCGA-G9-6365-01
SPTA1	TCGA-G9-6365-01
TTN	TCGA-G9-6365-01
TKT	TCGA-G9-6365-01
CEP97	TCGA-G9-6365-01
FGA	TCGA-G9-6365-01
BRD9	TCGA-G9-6365-01
PCDHB5	TCGA-G9-6365-01
PCDHB12	TCGA-G9-6365-01
GCNT2	TCGA-G9-6365-01
HIST1H3C	TCGA-G9-6365-01
OPN5	TCGA-G9-6365-01
GCK	TCGA-G9-6365-01
RB1CC1	TCGA-G9-6365-01
PREX2	TCGA-G9-6365-01
COL22A1	TCGA-G9-6365-01
ADAMTSL1	TCGA-G9-6365-01
DENND4C	TCGA-G9-6365-01
OR4X1	TCGA-G9-6365-01
VWF	TCGA-G9-6365-01
CLEC1A	TCGA-G9-6365-01
HEBP1	TCGA-G9-6365-01
ANAPC7	TCGA-G9-6365-01
WSB2	TCGA-G9-6365-01
LRRC43	TCGA-G9-6365-01
CHMP4A	TCGA-G9-6365-01
SLX4	TCGA-G9-6365-01
ZNF747	TCGA-G9-6365-01
TAOK1	TCGA-G9-6365-01
UNC45B	TCGA-G9-6365-01
SRSF1	TCGA-G9-6365-01
ZNF709	TCGA-G9-6365-01
EMR2	TCGA-G9-6365-01
PSG11	TCGA-G9-6365-01
KLK3	TCGA-G9-6365-01
MBOAT7	TCGA-G9-6365-01
AGPAT3	TCGA-G9-6365-01
UBR2	TCGA-G9-6365-01
XPO5	TCGA-G9-6377-01
ZNF514	TCGA-G9-6377-01
PINK1	TCGA-G9-6377-01
SGIP1	TCGA-G9-6377-01
C1orf173	TCGA-G9-6377-01
PALMD	TCGA-G9-6377-01
PRPF3	TCGA-G9-6377-01
RAB13	TCGA-G9-6377-01
OLFML2B	TCGA-G9-6377-01
ANGPTL1	TCGA-G9-6377-01
TNNI1	TCGA-G9-6377-01
SLC4A5	TCGA-G9-6377-01
POTEE	TCGA-G9-6377-01
DLX1	TCGA-G9-6377-01
TTN	TCGA-G9-6377-01
TTN	TCGA-G9-6377-01
FN1	TCGA-G9-6377-01
OXTR	TCGA-G9-6377-01
OSBPL10	TCGA-G9-6377-01
DLEC1	TCGA-G9-6377-01
CX3CR1	TCGA-G9-6377-01
RBM5	TCGA-G9-6377-01
ROBO1	TCGA-G9-6377-01
DNAJC13	TCGA-G9-6377-01
PLCH1	TCGA-G9-6377-01
MUC4	TCGA-G9-6377-01
EVC	TCGA-G9-6377-01
FBXL5	TCGA-G9-6377-01
KDR	TCGA-G9-6377-01
SYNPO2	TCGA-G9-6377-01
DNAH5	TCGA-G9-6377-01
ITGA2	TCGA-G9-6377-01
FAM53C	TCGA-G9-6377-01
PCDHGC3	TCGA-G9-6377-01
ZNF346	TCGA-G9-6377-01
OR14J1	TCGA-G9-6377-01
PRRC2A	TCGA-G9-6377-01
MEP1A	TCGA-G9-6377-01
DST	TCGA-G9-6377-01
GPR6	TCGA-G9-6377-01
UTRN	TCGA-G9-6377-01
PHF10	TCGA-G9-6377-01
GGCT	TCGA-G9-6377-01
DNAJC30	TCGA-G9-6377-01
AC018720.10	TCGA-G9-6377-01
ZKSCAN5	TCGA-G9-6377-01
PILRB	TCGA-G9-6377-01
TTC26	TCGA-G9-6377-01
PRSS1	TCGA-G9-6377-01
ZNF862	TCGA-G9-6377-01
VCPIP1	TCGA-G9-6377-01
LRP12	TCGA-G9-6377-01
TG	TCGA-G9-6377-01
TRPM6	TCGA-G9-6377-01
ARHGAP21	TCGA-G9-6377-01
IFIT5	TCGA-G9-6377-01
TCERG1L	TCGA-G9-6377-01
TRIM68	TCGA-G9-6377-01
MAPK8IP1	TCGA-G9-6377-01
AMBRA1	TCGA-G9-6377-01
OR5R1	TCGA-G9-6377-01
PRG2	TCGA-G9-6377-01
INPPL1	TCGA-G9-6377-01
FAT3	TCGA-G9-6377-01
PRDM10	TCGA-G9-6377-01
GRIN2B	TCGA-G9-6377-01
KRT73	TCGA-G9-6377-01
MAP3K12	TCGA-G9-6377-01
TMTC2	TCGA-G9-6377-01
RFX4	TCGA-G9-6377-01
OR4K5	TCGA-G9-6377-01
TOX4	TCGA-G9-6377-01
MOAP1	TCGA-G9-6377-01
TP53BP1	TCGA-G9-6377-01
TP53BP1	TCGA-G9-6377-01
CLEC16A	TCGA-G9-6377-01
ABCC11	TCGA-G9-6377-01
NOD2	TCGA-G9-6377-01
PEX12	TCGA-G9-6377-01
TMEM92	TCGA-G9-6377-01
ABCA7	TCGA-G9-6377-01
STX10	TCGA-G9-6377-01
CHERP	TCGA-G9-6377-01
FKBP8	TCGA-G9-6377-01
ZFP36	TCGA-G9-6377-01
ARHGEF1	TCGA-G9-6377-01
ZNF230	TCGA-G9-6377-01
LIG1	TCGA-G9-6377-01
ZNF160	TCGA-G9-6377-01
PRPF31	TCGA-G9-6377-01
SIRPA	TCGA-G9-6377-01
GMEB2	TCGA-G9-6377-01
UBE2L3	TCGA-G9-6377-01
SMARCB1	TCGA-G9-6377-01
DEPDC5	TCGA-G9-6377-01
XIST	TCGA-G9-6377-01
PGK1	TCGA-G9-6377-01
ZNF449	TCGA-G9-6377-01
POM121C	TCGA-G9-6377-01
SYNRG	TCGA-G9-6377-01
SPAG17	TCGA-G9-6384-01
PLXNA2	TCGA-G9-6384-01
AMER3	TCGA-G9-6384-01
CADM2	TCGA-G9-6384-01
HTR5A	TCGA-G9-6384-01
PCSK5	TCGA-G9-6384-01
NRAP	TCGA-G9-6384-01
KNDC1	TCGA-G9-6384-01
ST5	TCGA-G9-6384-01
CLK3	TCGA-G9-6384-01
RASGRF1	TCGA-G9-6384-01
KIAA0556	TCGA-G9-6384-01
USP16	TCGA-G9-6384-01
PCSK5	TCGA-G9-6384-01
KIF1B	TCGA-G9-6385-01
FLG2	TCGA-G9-6385-01
OR2G6	TCGA-G9-6385-01
PCDHGB7	TCGA-G9-6385-01
ZNF292	TCGA-G9-6385-01
TGS1	TCGA-G9-6385-01
APBB1	TCGA-G9-6385-01
CTDSP2	TCGA-G9-6385-01
LGR5	TCGA-G9-6385-01
APOPT1	TCGA-G9-6385-01
NFE2L1	TCGA-G9-6385-01
ZNF562	TCGA-G9-6385-01
CCDC105	TCGA-G9-6385-01
CCT8L2	TCGA-G9-6385-01
PPP1R3B	TCGA-G9-7522-01
ATP6V0A2	TCGA-G9-7522-01
TLN2	TCGA-G9-7522-01
STAC2	TCGA-G9-7522-01
SCN4A	TCGA-G9-7522-01
CDK5RAP1	TCGA-G9-7522-01
GUSBP11	TCGA-G9-7522-01
SUN2	TCGA-G9-7522-01
SERHL2	TCGA-G9-7522-01
AHNAK	TCGA-G9-7522-01
HSPG2	TCGA-HC-7077-01
RPA2	TCGA-HC-7077-01
CENPF	TCGA-HC-7077-01
NCOA1	TCGA-HC-7077-01
LOXL3	TCGA-HC-7077-01
GPAT2	TCGA-HC-7077-01
NUP210	TCGA-HC-7077-01
GRIP2	TCGA-HC-7077-01
FGD5	TCGA-HC-7077-01
C3orf38	TCGA-HC-7077-01
MFI2	TCGA-HC-7077-01
RBM22	TCGA-HC-7077-01
TCP11	TCGA-HC-7077-01
PNPLA1	TCGA-HC-7077-01
IMPG1	TCGA-HC-7077-01
RPS12	TCGA-HC-7077-01
SHH	TCGA-HC-7077-01
PLEC	TCGA-HC-7077-01
TRPM3	TCGA-HC-7077-01
TGFBR1	TCGA-HC-7077-01
INPP5E	TCGA-HC-7077-01
LARP4B	TCGA-HC-7077-01
HECTD2	TCGA-HC-7077-01
KCNQ1	TCGA-HC-7077-01
TMEM132A	TCGA-HC-7077-01
SESN3	TCGA-HC-7077-01
DPAGT1	TCGA-HC-7077-01
VWF	TCGA-HC-7077-01
KIF21A	TCGA-HC-7077-01
LRRK2	TCGA-HC-7077-01
NAB2	TCGA-HC-7077-01
DIAPH3	TCGA-HC-7077-01
MZT1	TCGA-HC-7077-01
IGHV1-18	TCGA-HC-7077-01
CYP19A1	TCGA-HC-7077-01
CREBBP	TCGA-HC-7077-01
AMFR	TCGA-HC-7077-01
RPA1	TCGA-HC-7077-01
CASKIN2	TCGA-HC-7077-01
MUC16	TCGA-HC-7077-01
ZNF823	TCGA-HC-7077-01
ZNF66	TCGA-HC-7077-01
DHX34	TCGA-HC-7077-01
KCNQ2	TCGA-HC-7077-01
UBASH3A	TCGA-HC-7077-01
WDR4	TCGA-HC-7077-01
DRG1	TCGA-HC-7077-01
LRRC41	TCGA-HC-7077-01
UBE2D4	TCGA-HC-7077-01
AKAP9	TCGA-HC-7077-01
SF1	TCGA-HC-7077-01
GAS6	TCGA-HC-7077-01
KIAA0247	TCGA-HC-7077-01
CDH5	TCGA-HC-7077-01
SRPR	TCGA-HC-7081-01
HIST2H2BF	TCGA-HC-7081-01
GPR84	TCGA-HC-7081-01
CEP55	TCGA-HC-7081-01
CCNL2	TCGA-HC-7081-01
ENO1	TCGA-HC-7081-01
MTOR	TCGA-HC-7081-01
NPPB	TCGA-HC-7081-01
VPS13D	TCGA-HC-7081-01
PADI3	TCGA-HC-7081-01
RPL11	TCGA-HC-7081-01
CATSPER4	TCGA-HC-7081-01
FCN3	TCGA-HC-7081-01
EBNA1BP2	TCGA-HC-7081-01
CDC20	TCGA-HC-7081-01
KLF17	TCGA-HC-7081-01
PLK3	TCGA-HC-7081-01
EPS15	TCGA-HC-7081-01
PODN	TCGA-HC-7081-01
BCL10	TCGA-HC-7081-01
SLC16A4	TCGA-HC-7081-01
KCNA3	TCGA-HC-7081-01
C1orf56	TCGA-HC-7081-01
TDRKH	TCGA-HC-7081-01
FLG	TCGA-HC-7081-01
SLC27A3	TCGA-HC-7081-01
SH2D2A	TCGA-HC-7081-01
ARHGEF11	TCGA-HC-7081-01
SPTA1	TCGA-HC-7081-01
AXDND1	TCGA-HC-7081-01
NCF2	TCGA-HC-7081-01
SHISA4	TCGA-HC-7081-01
CR1	TCGA-HC-7081-01
RYR2	TCGA-HC-7081-01
CHRM3	TCGA-HC-7081-01
AHCTF1	TCGA-HC-7081-01
OR2M5	TCGA-HC-7081-01
OR2M3	TCGA-HC-7081-01
CAD	TCGA-HC-7081-01
CEBPZ	TCGA-HC-7081-01
VRK2	TCGA-HC-7081-01
ARHGAP25	TCGA-HC-7081-01
TTC31	TCGA-HC-7081-01
REG1B	TCGA-HC-7081-01
IGKV1-6	TCGA-HC-7081-01
IGKV2-30	TCGA-HC-7081-01
WDR33	TCGA-HC-7081-01
POTEF	TCGA-HC-7081-01
MCM6	TCGA-HC-7081-01
DARS	TCGA-HC-7081-01
NEB	TCGA-HC-7081-01
SLC4A10	TCGA-HC-7081-01
XIRP2	TCGA-HC-7081-01
TTN	TCGA-HC-7081-01
TTN	TCGA-HC-7081-01
ANKRD44	TCGA-HC-7081-01
C2orf80	TCGA-HC-7081-01
ERBB4	TCGA-HC-7081-01
PNKD	TCGA-HC-7081-01
NYAP2	TCGA-HC-7081-01
TRNT1	TCGA-HC-7081-01
ARPC4	TCGA-HC-7081-01
SCN11A	TCGA-HC-7081-01
BSN	TCGA-HC-7081-01
ARF4	TCGA-HC-7081-01
PTPRG	TCGA-HC-7081-01
ROBO1	TCGA-HC-7081-01
BTLA	TCGA-HC-7081-01
GTPBP8	TCGA-HC-7081-01
ATP6V1A	TCGA-HC-7081-01
PIK3CA	TCGA-HC-7081-01
PIK3CA	TCGA-HC-7081-01
FAM131A	TCGA-HC-7081-01
UGT2B15	TCGA-HC-7081-01
CNOT6L	TCGA-HC-7081-01
MTTP	TCGA-HC-7081-01
SLC9B2	TCGA-HC-7081-01
FAT4	TCGA-HC-7081-01
RP11-219C20.1	TCGA-HC-7081-01
CPE	TCGA-HC-7081-01
ZDHHC11	TCGA-HC-7081-01
GHR	TCGA-HC-7081-01
ACTBL2	TCGA-HC-7081-01
BDP1	TCGA-HC-7081-01
ANKRD34B	TCGA-HC-7081-01
KDM3B	TCGA-HC-7081-01
CCDC69	TCGA-HC-7081-01
LCP2	TCGA-HC-7081-01
IRF4	TCGA-HC-7081-01
TDP2	TCGA-HC-7081-01
HIST1H1T	TCGA-HC-7081-01
SLC44A4	TCGA-HC-7081-01
SKIV2L	TCGA-HC-7081-01
CYP21A2	TCGA-HC-7081-01
SLC39A7	TCGA-HC-7081-01
RPL10A	TCGA-HC-7081-01
PEX6	TCGA-HC-7081-01
ZNF318	TCGA-HC-7081-01
TNFRSF21	TCGA-HC-7081-01
UBE3D	TCGA-HC-7081-01
CYB5R4	TCGA-HC-7081-01
HEY2	TCGA-HC-7081-01
TAAR1	TCGA-HC-7081-01
TCF21	TCGA-HC-7081-01
GRM1	TCGA-HC-7081-01
EZR	TCGA-HC-7081-01
PDE10A	TCGA-HC-7081-01
GNA12	TCGA-HC-7081-01
HDAC9	TCGA-HC-7081-01
NUDCD3	TCGA-HC-7081-01
H2AFV	TCGA-HC-7081-01
PCLO	TCGA-HC-7081-01
KRIT1	TCGA-HC-7081-01
COL1A2	TCGA-HC-7081-01
MCM7	TCGA-HC-7081-01
MUC17	TCGA-HC-7081-01
GCC1	TCGA-HC-7081-01
OR2A12	TCGA-HC-7081-01
MFHAS1	TCGA-HC-7081-01
DUSP4	TCGA-HC-7081-01
GPR124	TCGA-HC-7081-01
RP11-656G20.1	TCGA-HC-7081-01
ZFHX4	TCGA-HC-7081-01
ANGPT1	TCGA-HC-7081-01
TRPS1	TCGA-HC-7081-01
ZNF250	TCGA-HC-7081-01
MPDZ	TCGA-HC-7081-01
IFNA6	TCGA-HC-7081-01
TAF1L	TCGA-HC-7081-01
UBAP2	TCGA-HC-7081-01
VCP	TCGA-HC-7081-01
SPAG8	TCGA-HC-7081-01
MAMDC2	TCGA-HC-7081-01
COL15A1	TCGA-HC-7081-01
RNF20	TCGA-HC-7081-01
ZNF462	TCGA-HC-7081-01
HSPA5	TCGA-HC-7081-01
SPTAN1	TCGA-HC-7081-01
KCNT1	TCGA-HC-7081-01
PITRM1	TCGA-HC-7081-01
CCNY	TCGA-HC-7081-01
STOX1	TCGA-HC-7081-01
CDH23	TCGA-HC-7081-01
ZMIZ1	TCGA-HC-7081-01
CNNM1	TCGA-HC-7081-01
PPRC1	TCGA-HC-7081-01
PSD	TCGA-HC-7081-01
CTBP2	TCGA-HC-7081-01
KRTAP5-6	TCGA-HC-7081-01
PRKCDBP	TCGA-HC-7081-01
OR10A6	TCGA-HC-7081-01
RIC3	TCGA-HC-7081-01
SBF2	TCGA-HC-7081-01
EXT2	TCGA-HC-7081-01
MTCH2	TCGA-HC-7081-01
SCGB1A1	TCGA-HC-7081-01
AHNAK	TCGA-HC-7081-01
AHNAK	TCGA-HC-7081-01
SLC3A2	TCGA-HC-7081-01
SF1	TCGA-HC-7081-01
C11orf30	TCGA-HC-7081-01
CCDC81	TCGA-HC-7081-01
MMP10	TCGA-HC-7081-01
SIK2	TCGA-HC-7081-01
OAF	TCGA-HC-7081-01
GRIK4	TCGA-HC-7081-01
PATE1	TCGA-HC-7081-01
APLP2	TCGA-HC-7081-01
VWF	TCGA-HC-7081-01
NCAPD2	TCGA-HC-7081-01
CLSTN3	TCGA-HC-7081-01
ABCC9	TCGA-HC-7081-01
NELL2	TCGA-HC-7081-01
BAZ2A	TCGA-HC-7081-01
MARS	TCGA-HC-7081-01
WSB2	TCGA-HC-7081-01
POLE	TCGA-HC-7081-01
XPO4	TCGA-HC-7081-01
MED4	TCGA-HC-7081-01
VPS36	TCGA-HC-7081-01
RBM26	TCGA-HC-7081-01
SLITRK1	TCGA-HC-7081-01
DCT	TCGA-HC-7081-01
OR10G2	TCGA-HC-7081-01
TRAV2	TCGA-HC-7081-01
DHRS1	TCGA-HC-7081-01
NYNRIN	TCGA-HC-7081-01
FANCM	TCGA-HC-7081-01
STYX	TCGA-HC-7081-01
SYNE2	TCGA-HC-7081-01
PCNX	TCGA-HC-7081-01
MLH3	TCGA-HC-7081-01
EVL	TCGA-HC-7081-01
IGHV3-21	TCGA-HC-7081-01
NDNL2	TCGA-HC-7081-01
PAK6	TCGA-HC-7081-01
CKMT1A	TCGA-HC-7081-01
ATP8B4	TCGA-HC-7081-01
UNC13C	TCGA-HC-7081-01
CILP	TCGA-HC-7081-01
SNUPN	TCGA-HC-7081-01
TBC1D2B	TCGA-HC-7081-01
MLST8	TCGA-HC-7081-01
ANKS3	TCGA-HC-7081-01
GP2	TCGA-HC-7081-01
PAGR1	TCGA-HC-7081-01
HIRIP3	TCGA-HC-7081-01
ZNF689	TCGA-HC-7081-01
MT1G	TCGA-HC-7081-01
TPPP3	TCGA-HC-7081-01
PMFBP1	TCGA-HC-7081-01
ZFHX3	TCGA-HC-7081-01
PKD1L2	TCGA-HC-7081-01
IRF8	TCGA-HC-7081-01
MNT	TCGA-HC-7081-01
ALOX15	TCGA-HC-7081-01
CHRNE	TCGA-HC-7081-01
MYH1	TCGA-HC-7081-01
ATPAF2	TCGA-HC-7081-01
SSH2	TCGA-HC-7081-01
SYNRG	TCGA-HC-7081-01
CASC3	TCGA-HC-7081-01
STAT5A	TCGA-HC-7081-01
ATP6V0A1	TCGA-HC-7081-01
EZH1	TCGA-HC-7081-01
DBF4B	TCGA-HC-7081-01
RP11-798G7.6	TCGA-HC-7081-01
KANSL1	TCGA-HC-7081-01
TEX14	TCGA-HC-7081-01
TRIM37	TCGA-HC-7081-01
ACE	TCGA-HC-7081-01
POLG2	TCGA-HC-7081-01
SOX9	TCGA-HC-7081-01
RNF213	TCGA-HC-7081-01
WDR7	TCGA-HC-7081-01
IZUMO4	TCGA-HC-7081-01
MCOLN1	TCGA-HC-7081-01
FCER2	TCGA-HC-7081-01
MUC16	TCGA-HC-7081-01
ICAM3	TCGA-HC-7081-01
ZNF69	TCGA-HC-7081-01
C19orf57	TCGA-HC-7081-01
AKAP8L	TCGA-HC-7081-01
KLHL26	TCGA-HC-7081-01
GMIP	TCGA-HC-7081-01
TSHZ3	TCGA-HC-7081-01
SLC7A10	TCGA-HC-7081-01
GPI	TCGA-HC-7081-01
FAM98C	TCGA-HC-7081-01
SAMD4B	TCGA-HC-7081-01
SHKBP1	TCGA-HC-7081-01
CEACAM5	TCGA-HC-7081-01
CEACAM1	TCGA-HC-7081-01
PSG3	TCGA-HC-7081-01
PSG8	TCGA-HC-7081-01
PPFIA3	TCGA-HC-7081-01
KLK14	TCGA-HC-7081-01
SIGLEC8	TCGA-HC-7081-01
ZNF816	TCGA-HC-7081-01
NLRP2	TCGA-HC-7081-01
NLRP4	TCGA-HC-7081-01
ZNF274	TCGA-HC-7081-01
KIF16B	TCGA-HC-7081-01
NAA20	TCGA-HC-7081-01
TGIF2	TCGA-HC-7081-01
HNF4A	TCGA-HC-7081-01
ELMO2	TCGA-HC-7081-01
DIDO1	TCGA-HC-7081-01
C21orf62	TCGA-HC-7081-01
BRWD1	TCGA-HC-7081-01
TBC1D10A	TCGA-HC-7081-01
MYH9	TCGA-HC-7081-01
PKDREJ	TCGA-HC-7081-01
TTLL8	TCGA-HC-7081-01
STS	TCGA-HC-7081-01
ZFX	TCGA-HC-7081-01
GK	TCGA-HC-7081-01
ZDHHC15	TCGA-HC-7081-01
BRWD3	TCGA-HC-7081-01
GPR112	TCGA-HC-7081-01
MAMLD1	TCGA-HC-7081-01
NBPF1	TCGA-HC-7081-01
TRPA1	TCGA-HC-7081-01
NT5DC3	TCGA-HC-7081-01
ZNF568	TCGA-HC-7081-01
FOXP1	TCGA-HC-7209-01
DCHS2	TCGA-HC-7209-01
NYAP1	TCGA-HC-7209-01
ABL1	TCGA-HC-7209-01
LDB3	TCGA-HC-7209-01
EIF4B	TCGA-HC-7209-01
CDK2AP1	TCGA-HC-7209-01
CHAMP1	TCGA-HC-7209-01
RBM23	TCGA-HC-7209-01
C14orf159	TCGA-HC-7209-01
KNOP1	TCGA-HC-7209-01
KIAA1328	TCGA-HC-7209-01
YJEFN3	TCGA-HC-7209-01
IL3RA	TCGA-HC-7209-01
KLHL20	TCGA-HC-7209-01
RXFP1	TCGA-HC-7209-01
TMEM241	TCGA-HC-7209-01
ELTD1	TCGA-HC-7211-01
ZNF695	TCGA-HC-7211-01
C1QL2	TCGA-HC-7211-01
TNFAIP6	TCGA-HC-7211-01
CAND2	TCGA-HC-7211-01
LRRC16A	TCGA-HC-7211-01
TAF5	TCGA-HC-7211-01
