patient_id	TCGA.A1.A0SE.01	TCGA.A1.A0SH.01	TCGA.A1.A0SJ.01	TCGA.A1.A0SK.01	TCGA.A1.A0SM.01	TCGA.A1.A0SO.01	TCGA.A1.A0SP.01	TCGA.A2.A04N.01	TCGA.A2.A04P.01
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	MEK162	MEK162
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	TRAMETINIB	TRAMETINIB
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	PD 0325901	PD 0325901
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	TRAMETINIB	TRAMETINIB
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	PD 0325901	PD 0325901
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	BAY869766	BAY869766
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	TRAMETINIB	TRAMETINIB
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	TRAMETINIB	TRAMETINIB
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	PD 0325901	PD 0325901
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	MEK162	MEK162
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	MEK162	MEK162
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	TRAMETINIB	TRAMETINIB
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	TRAMETINIB	TRAMETINIB
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	TRAMETINIB	TRAMETINIB
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	PD 0325901	PD 0325901
MAP2K4	mitogen-activated protein kinase kinase 4	TdgClinicalTrial	n/a	WX-554	WX-554
UQCRQ	"ubiquinol-cytochrome c reductase, complex III subunit VII, 9.5kDa"	DrugBank	n/a	DB04141	"2-HEXYLOXY-6-HYDROXYMETHYL-TETRAHYDRO-PYRAN-3,4,5-TRIOL"
UQCRQ	"ubiquinol-cytochrome c reductase, complex III subunit VII, 9.5kDa"	DrugBank	n/a	DB08453	2-NONYL-4-HYDROXYQUINOLINE N-OXIDE
UQCRQ	"ubiquinol-cytochrome c reductase, complex III subunit VII, 9.5kDa"	DrugBank	n/a	DB07778	FAMOXADONE
UQCRQ	"ubiquinol-cytochrome c reductase, complex III subunit VII, 9.5kDa"	DrugBank	n/a	DB04799	"5-N-UNDECYL-6-HYDROXY-4,7-DIOXOBENZOTHIAZOLE"
UQCRQ	"ubiquinol-cytochrome c reductase, complex III subunit VII, 9.5kDa"	DrugBank	n/a	DB07401	METHYL (2Z)-2-(2-{[6-(2-CYANOPHENOXY)PYRIMIDIN-4-YL]OXY}PHENYL)-3-METHOXYACRYLATE
UQCRQ	"ubiquinol-cytochrome c reductase, complex III subunit VII, 9.5kDa"	DrugBank	n/a	DB08330	METHYL (2Z)-3-METHOXY-2-{2-[(E)-2-PHENYLVINYL]PHENYL}ACRYLATE
UQCRQ	"ubiquinol-cytochrome c reductase, complex III subunit VII, 9.5kDa"	DrugBank	n/a	DB07763	"(5S)-3-ANILINO-5-(2,4-DIFLUOROPHENYL)-5-METHYL-1,3-OXAZOLIDINE-2,4-DIONE"
UQCRQ	"ubiquinol-cytochrome c reductase, complex III subunit VII, 9.5kDa"	DrugBank	n/a	DB08690	UBIQUINONE-2
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	3934	RESOLVIN D1
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	6240	MMK-1
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	6250	MHC BINDING PEPTIDE
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	3411	[<SUP>3</SUP>H]LXA<SUB>4</SUB>
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	6267	PSM&ALPHA;3
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	1031	ANNEXIN I
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	3383	ATLA2
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	6246	N36
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	6239	ASPIRIN-TRIGGERED RESOLVIN D1
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	6265	QUIN-C1
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	5831	"PYRAZOLONE, 1"
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	6242	SERUM AMYLOID A
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	5555	RVD1-ME
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	6251	SCK&BETA;8-1
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	6264	FPRL1-INHIBITOR PROTEIN
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	6275	SHAAGTIDE
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	6248	V3 PEPTIDE
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	6249	UPAR FRAGMENT
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	6245	T21/DP107
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	1048	WKYMVM
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	1043	PBP10
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	1034	LXA<SUB>4</SUB>
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	5841	FMET-ILE-VAL-THR-LEU-PHE
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	6263	COMPOUND 1754-31
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	1039	QUIN-C7
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	6244	PRP<SUB>106-126</SUB>
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	1022	FMET-LEU-PHE
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	1041	ISOPROPYLUREIDO-FLFLF
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	6269	COMPOUND R-(-)-5F [PMID: 22607879]
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	1030	T-BOC-FLFLF
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	1040	WRWWWW
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	1046	HP(2-20)
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	6241	CGEN-855A
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	6241	CGEN-855A
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	6268	AG-26
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	6198	[<SUP>125</SUP>I-TYR]AC2-26
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	4865	AMYLOID &BETA;
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	3933	ASPIRIN TRIGGERED LIPOXIN A4
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	1044	ANNEXIN I-(2-26)
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	6247	F PEPTIDE
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	1047	HUMANIN
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	5527	LL-37
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	1023	FMET-MET-TYR-ALA-LEU-PHE
FPR2	formyl peptide receptor 2	GuideToPharmacologyInteractions	n/a	1034	LXA<SUB>4</SUB>
TNNT2	troponin T type 2 (cardiac)	TdgClinicalTrial	n/a	TIRAMSETIV	TIRAMSETIV
XPC	"xeroderma pigmentosum, complementation group C"	PharmGKB	n/a	PA449014	CISPLATIN
ECE1	endothelin converting enzyme 1	DrugBank	n/a	DB07171	"5-(2-HYDROXYETHYL)NONANE-1,9-DIOL"
ECE1	endothelin converting enzyme 1	GuideToPharmacologyInteractions	n/a	6506	DAGLUTRIL
ECE1	endothelin converting enzyme 1	GuideToPharmacologyInteractions	n/a	6562	(2S)-2-(2-BENZYL-3-{[(1R)-1-{[(BENZYLOXY)CARBONYL]AMINO}-2-PHENYLETHYL](HYDROXY)PHOSPHORYL}PROPANAMIDO)-3-(1H-INDOL-3-YL)PROPANOIC ACID
ECE1	endothelin converting enzyme 1	GuideToPharmacologyInteractions	n/a	6507	KC-12615
IL25	interleukin 25	TdgClinicalTrial	n/a	VIDOFLUDIMUS	VIDOFLUDIMUS
SLC7A9	"solute carrier family 7 (glycoprotein-associated amino acid transporter light chain, bo,+ system), member 9"	DrugBank	n/a	DB00138	L-CYSTINE
TERT	telomerase reverse transcriptase	DrugBank	inhibitor	DB00495	ZIDOVUDINE
TERT	telomerase reverse transcriptase	DrugBank	n/a	DB04937	GV1001
TERT	telomerase reverse transcriptase	DrugBank	n/a	DB05036	GRN163L
TERT	telomerase reverse transcriptase	TdgClinicalTrial	n/a	V934/V935	V934/V935
TERT	telomerase reverse transcriptase	TdgClinicalTrial	n/a	IMETELSTAT	IMETELSTAT
TERT	telomerase reverse transcriptase	TdgClinicalTrial	n/a	GV1001	GV1001
TERT	telomerase reverse transcriptase	TALC	inhibitor	IMETELSTAT	IMETELSTAT
TERT	telomerase reverse transcriptase	TALC	inhibitor	SODIUM METAARSENITE	SODIUM METAARSENITE
SLC22A16	"solute carrier family 22 (organic cation/carnitine transporter), member 16"	PharmGKB	n/a	PA449165	CYCLOPHOSPHAMIDE
SLC22A16	"solute carrier family 22 (organic cation/carnitine transporter), member 16"	PharmGKB	n/a	PA449412	DOXORUBICIN
SLC22A16	"solute carrier family 22 (organic cation/carnitine transporter), member 16"	PharmGKB	n/a	PA165291922	DOXORUBICINOL
GSS	glutathione synthetase	DrugBank	stimulator	DB06151	ACETYLCYSTEINE
GSS	glutathione synthetase	DrugBank	n/a	DB00143	GLUTATHIONE
GSS	glutathione synthetase	DrugBank	n/a	DB00145	GLYCINE
GSS	glutathione synthetase	DrugBank	n/a	DB00151	L-CYSTEINE
GSS	glutathione synthetase	DrugBank	n/a	DB03408	GAMMA-GLUTAMYLCYSTEINE
GSS	glutathione synthetase	DrugBank	n/a	DB04395	PHOSPHOAMINOPHOSPHONIC ACID-ADENYLATE ESTER
IKBKG	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma"	PharmGKB	n/a	PA448404	AMODIAQUINE
IKBKG	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma"	PharmGKB	n/a	PA449782	GLIBENCLAMIDE
IKBKG	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma"	PharmGKB	n/a	PA165857067	CHLORPROGUANIL
IKBKG	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma"	PharmGKB	n/a	PA165111697	ARTESUNATE
IKBKG	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma"	PharmGKB	n/a	PA449211	DAPSONE
IKBKG	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma"	DrugBank	n/a	DB04998	AGRO100
IKBKG	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma"	DrugBank	n/a	DB05289	MPC-7869
OAZ1	ornithine decarboxylase antizyme 1	DrugBank	n/a	DB00129	L-ORNITHINE
ALDH3B2	"aldehyde dehydrogenase 3 family, member B2"	DrugBank	n/a	DB00157	NADH
ARF6	ADP-ribosylation factor 6	DrugBank	n/a	DB01864	5-GUANOSINE-DIPHOSPHATE-MONOTHIOPHOSPHATE@[<SUP>14</SUP>C]ASCORBIC ACID#URSODEOXYCHOLIC ACID	NA	NA	NA	MDX-1105#MPDL3280A#MDX-1105#MPDL3280A#RG7446@RILUZOLE@N~2~,N~2~-DIMETHYL-N~1~-(6-OXO-5,6-DIHYDROPHENANTHRIDIN-2-YL)GLYCINAMIDE	V3381#FELBAMATE#DIMIRACETAM#AM-101#DEXANABINOL#LATREPIRDINE#AZD-6765#EVT-101#EVT-103#MEMANTINE#CNS-5161#MEMANTINE#NERAMEXANE#NEU-2000#EVT-101#BESONPRODIL#TRAXOPRODIL#RGH-896#L-GLUTAMIC ACID#TENOCYCLIDINE#PETHIDINE#ACETYLCYSTEINE#FELBAMATE#HALOPERIDOL#IFENPRODIL#MEMANTINE#FELBAMATE#MEMANTINE#HOMOQUINOLINIC ACID#D-SERINE#D-ASPARTATE#GLYCINE#L-ASPARTATE#MG<SUP>2+</SUP>#[<SUP>3</SUP>H]GLYCINE#GV196771A#(<I>RS</I>)-(TETRAZOL-5-YL)GLYCINE#CGP37849#(+)-HA966#NMDA#5,7-DICHLOROKYNURENIC ACID#CONANTOKIN-G#D-AP5#D-CCPENE#[<SUP>3</SUP>H]CGP61594#AMANTIDINE#L701324#L689560#[<SUP>3</SUP>H]DIZOCILPINE#LY233053#PHENCYCLIDINE#N<SUP>1</SUP>-DANSYL-SPERMINE#KETAMINE#DIZOCILPINE#SELFOTEL#NVP-AAM077#UBP141#[<SUP>3</SUP>H]CGP39653#[<SUP>3</SUP>H]MDL105519#[<SUP>3</SUP>H]L689560#[<SUP>3</SUP>H]CPP#[<SUP>3</SUP>H]CGS19755#VALPROIC ACID	5-[(Z)-(5-CHLORO-2-OXO-1,2-DIHYDRO-3H-INDOL-3-YLIDENE)METHYL]-N-(DIETHYLAMINO)ETHYL]-2,4-DIMETHYL-1H-PYRROLE-3-CARBOXAMIDE@N-[(1R)-1-(DIHYDROXYBORYL)-3-METHYLBUTYL]-N-(PYRAZIN-2-YLCARBONYL)-L-PHENYLALANINAMIDE#(3AR,6R,6AS)-6-((S)-((S)-CYCLOHEX-2-ENYL)(HYDROXY)METHYL)-6A-METHYL-4-OXO-HEXAHYDRO-2H-FURO[3,2-C]PYRROLE-6-CARBALDEHYDE#CARFILZOMIB#BORTEZOMIB
drugs_in_module14	NA	TICLOPIDINE#AZD6140#TICAGRELOR#TREPROSTINIL#CLOPIDOGREL#EPOPROSTENOL#PRASUGREL#2MESADP#CLOPIDOGREL (ACTIVE METABOLITE)#CANGRELOR#CANGRELOR#[<SUP>3</SUP>H]2MESADP#COMPOUND 4 [PMID:23083103]#[<SUP>3</SUP>H]PSB-0413#ARL66096#BX 667#2MESATP#BX 048#ADP&BETA;S#ATP#COMPOUND 20O [PMID:22984835]#TICAGRELOR#ATP&GAMMA;S#AR-C67085#ADENOSINE DIPHOSPHATE#2MESAMP#INS49266#INS50589#R-138727#PSB-0739#PCMPS#PSB-0739#COMPOUND 4 [PMID:22984835]#CLOPIDOGREL BISULFATE#TICLOPIDINE HYDROCHLORIDE#PRASUGREL HYDROCHLORIDE#CLOPIDOGREL#TICAGRELOR#INS-50589#PRASUGREL#TICAGRELOR#TREPROSTINIL#CLOPIDOGREL#MC-1#TICLOPIDINE#ELINOGREL#CANGRELOR#CLOPIDOGREL#TICLOPIDINE#TICLOPIDINE#TREPROSTINIL#PRASUGREL#CLOPIDOGREL#CLOPIDOGREL#TICLOPIDINE#BRILINTA#AR-C69931 MX#PRASUGREL@HYALURONAN	NA	NA	NA	NA	2-[2-(2-FLUOROPHENYL)PYRIDIN-4-YL]-1,5,6,7-TETRAHYDRO-4H-PYRROLO[3,2-C]PYRIDIN-4-ONE#2-(2-QUINOLIN-3-YLPYRIDIN-4-YL)-1,5,6,7-TETRAHYDRO-4H-PYRROLO[3,2-C]PYRIDIN-4-ONE	METHYL N-({(2S,3S)-3-[(PROPYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINATE#N-({(2S,3S)-3-[(BENZYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINE#N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCYL-L-ISOLEUCINE#N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCYL-L-ALANINE#2-AMINOETHANIMIDIC ACID#DIPHENYLACETIC ACID#BENZYL N-({(2S,3S)-3-[(PROPYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINATE#3-AMINO-4-OXYBENZYL-2-BUTANONE#N-[1-HYDROXYCARBOXYETHYL-CARBONYL]LEUCYLAMINO-2-METHYL-BUTANE#3-METHYLPHENYLALANINE#N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-#N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCINE#N-(3-PROPYLCARBAMOYLOXIRANE-2-CARBONYL)-ISOLEUCYL-PROLINE#2-PYRIDINETHIOL#Z-ARG-LEU-VAL-AGLY-ILE-VAL-OME	L-CITRULLINE
drugs_in_module15	NA	NA	ENMD-2076	DROTRECOGIN ALFA	NA	NA	NA	DROTRECOGIN ALFA@PREDNISONE#MELPHALAN#IPILIMUMAB#TREMELIMUMAB#IPILIMUMAB#IPILIMUMAB#TREMELIMUMAB#IPILIMUMAB#IPILIMUMAB#TREMELIMUMAB#IPILIMUMAB#TREMELIMUMAB#IPILIMUMAB#IPILIMUMAB#CP-675206#IPILIMUMAB@DYSTROPHIN#PRO044@N-(3-(AMINOMETHYL)BENZYL)ACETAMIDINE#1,2,4-TRIAZOLE-CARBOXAMIDINE#L-N(OMEGA)-NITROARGININE-(4R)-AMINO-L-PROLINE AMIDE#S,S'-(1,4-PHENYLENE-BIS(1,2-ETHANEDIYL))BIS-ISOTHIOUREA#7-NITROINDAZOLE#ETHYLISOTHIOUREA#2-AMINOTHIAZOLINE#S-ETHYL-N-PHENYL-ISOTHIOUREA#S,S'-(1,3-PHENYLENE-BIS(1,2-ETHANEDIYL))BIS-ISOTHIOUREA#SE-ETHYL-ISOSELENOUREA#6S-5,6,7,8-TETRAHYDROBIOPTERIN#S-(DIMETHYLARSENIC)CYSTEINE#L-HOMOARGININE#S-ISOPROPYL-ISOTHIOUREA#(6R,1'R,2'S)-5,6,7,8 TETRAHYDROBIOPTERIN#NITROARGININE#2,4-DIAMINO-6-PHENYL-5,6,7,8,-TETRAHYDROPTERIDINE#5-NITROINDAZOLE#N-(CHLOROPHENYL)-N-HYDROXYGUANIDINE
NOS3	nitric oxide synthase 3 (endothelial cell)	DrugBank	n/a	DB02979	"N1,N14-BIS((S-METHYL)ISOTHIOUREIDO)TETRADECANE"
NOS3	nitric oxide synthase 3 (endothelial cell)	DrugBank	n/a	DB02994	HYDROXYDIMETHYLARSINE OXIDE
NOS3	nitric oxide synthase 3 (endothelial cell)	DrugBank	n/a	DB07001	"(3S,5E)-3-PROPYL-3,4-DIHYDROTHIENO[2,3-F][1,4]OXAZEPIN-5(2H)-IMINE"
NOS3	nitric oxide synthase 3 (endothelial cell)	DrugBank	n/a	DB03065	7-NITROINDAZOLE-2-CARBOXAMIDINE
NOS3	nitric oxide synthase 3 (endothelial cell)	DrugBank	cofactor	DB00360	TETRAHYDROBIOPTERIN
NOS3	nitric oxide synthase 3 (endothelial cell)	DrugBank	n/a	DB03100	6-NITROINDAZOLE
NOS3	nitric oxide synthase 3 (endothelial cell)	DrugBank	n/a	DB03144	N-OMEGA-HYDROXY-L-ARGININE
NOS3	nitric oxide synthase 3 (endothelial cell)	DrugBank	n/a	DB03305	N5-IMINOETHYL-L-ORNITHINE
NOS3	nitric oxide synthase 3 (endothelial cell)	DrugBank	n/a	DB03332	"5,6-CYCLIC-TETRAHYDROPTERIDINE"
NOS3	nitric oxide synthase 3 (endothelial cell)	DrugBank	n/a	DB00125	L-ARGININE
NOS3	nitric oxide synthase 3 (endothelial cell)	DrugBank	n/a	DB07244	"5-{4-[(3,5-DIFLUOROBENZYL)AMINO]PHENYL}-6-ETHYLPYRIMIDINE-2,4-DIAMINE"
NOS3	nitric oxide synthase 3 (endothelial cell)	DrugBank	n/a	DB00155	L-CITRULLINE
NOS3	nitric oxide synthase 3 (endothelial cell)	DrugBank	inhibitor	DB01110	MICONAZOLE
NOS3	nitric oxide synthase 3 (endothelial cell)	DrugBank	n/a	DB01686	"N,N-DIMETHYLARGININE"
NOS3	nitric oxide synthase 3 (endothelial cell)	TEND	n/a	TETRAHYDROBIOPTERIN	TETRAHYDROBIOPTERIN
GCK	glucokinase (hexokinase 4)	DrugBank	n/a	DB02379	BETA-D-GLUCOSE
GCK	glucokinase (hexokinase 4)	DrugBank	n/a	DB07359	"3-[(4-FLUOROPHENYL)SULFANYL]-N-(4-METHYL-1,3-THIAZOL-2-YL)-6-[(4-METHYL-4H-1,2,4-TRIAZOL-3-YL)SULFANYL]PYRIDINE-2-CARBOXAMIDE"
GCK	glucokinase (hexokinase 4)	DrugBank	n/a	DB07358	"2-AMINO-N-(4-METHYL-1,3-THIAZOL-2-YL)-5-[(4-METHYL-4H-1,2,4-TRIAZOL-3-YL)SULFANYL]BENZAMIDE"
GCK	glucokinase (hexokinase 4)	DrugBank	n/a	DB08118	"2-(METHYLAMINO)-N-(4-METHYL-1,3-THIAZOL-2-YL)-5-[(4-METHYL-4H-1,2,4-TRIAZOL-3-YL)SULFANYL]BENZAMIDE"
GCK	glucokinase (hexokinase 4)	DrugBank	n/a	DB08210	"2-AMINO-4-FLUORO-5-[(1-METHYL-1H-IMIDAZOL-2-YL)SULFANYL]-N-(1,3-THIAZOL-2-YL)BENZAMIDE"
GCK	glucokinase (hexokinase 4)	TdgClinicalTrial	n/a	LY-2599506	LY-2599506
GCK	glucokinase (hexokinase 4)	TdgClinicalTrial	n/a	ARRY-403	ARRY-403
GCK	glucokinase (hexokinase 4)	TTD	inhibitor	DCL000153	LONIDAMINE
GCK	glucokinase (hexokinase 4)	TTD	activator	DCL000457	AZD1656
GCK	glucokinase (hexokinase 4)	TTD	activator	DCL000475	AZD6370
GCK	glucokinase (hexokinase 4)	TTD	activator	DCL000614	R7201
GCK	glucokinase (hexokinase 4)	TTD	activator	DCL000201	PSN-101
GCK	glucokinase (hexokinase 4)	TTD	activator	DCL001154	AZD5658
GCK	glucokinase (hexokinase 4)	GuideToPharmacologyInteractions	n/a	7701	AZD1656
ALK	anaplastic lymphoma receptor tyrosine kinase	DoCM	n/a	CRIZOTINIB	CRIZOTINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	DoCM	n/a	CERITINIB	CERITINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	DoCM	n/a	CRIZOTINIB	CRIZOTINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	DoCM	n/a	CRIZOTINIB	CRIZOTINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	DoCM	n/a	CRIZOTINIB	CRIZOTINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	DoCM	n/a	CRIZOTINIB	CRIZOTINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	DoCM	n/a	CERITINIB	CERITINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	DoCM	n/a	CRIZOTINIB	CRIZOTINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	DoCM	n/a	CRIZOTINIB	CRIZOTINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	DoCM	n/a	CRIZOTINIB	CRIZOTINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	DoCM	n/a	CRIZOTINIB	CRIZOTINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	DoCM	n/a	CRIZOTINIB	CRIZOTINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	DoCM	n/a	CRIZOTINIB	CRIZOTINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	DoCM	n/a	CRIZOTINIB	CRIZOTINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	DoCM	n/a	CRIZOTINIB	CRIZOTINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	DoCM	n/a	CERITINIB	CERITINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	ChEMBL	inhibitor	CHEMBL601719	CRIZOTINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	ChEMBL	inhibitor	CHEMBL2403108	CERITINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	AP26113	AP26113
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	1032900-25-6	1032900-25-6
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	CRENOLANIB	CRENOLANIB
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	1032900-25-6	1032900-25-6
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	CRENOLANIB	CRENOLANIB
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	CRIZOTINIB	CRIZOTINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	GANETESPIB	GANETESPIB
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	GANETESPIB	GANETESPIB
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	1032900-25-6	1032900-25-6
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	1032900-25-6	1032900-25-6
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	AP26113	AP26113
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	CRIZOTINIB	CRIZOTINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	AP26113	AP26113
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	CRIZOTINIB	CRIZOTINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	1032900-25-6	1032900-25-6
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	1032900-25-6	1032900-25-6
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	CRENOLANIB	CRENOLANIB
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	CRENOLANIB	CRENOLANIB
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	1032900-25-6	1032900-25-6
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	1032900-25-6	1032900-25-6
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	CRENOLANIB	CRENOLANIB
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	CRENOLANIB	CRENOLANIB
